Actual,Predicted
0.00047859616,0.0032154024
0.00091730664,0.0040436704
0.10519553,0.10944925
0.12377773,0.12690401
0.12906927,0.1317371
0.0019297178,0.0043539107
0.17512618,0.18088521
0.0012977305,0.0044278055
0.08414133,0.08739063
0.65897816,0.7318326
0.0011044481,0.005089868
0.005764606,0.007164605
0.0015983827,0.0034114644
0.0015659849,0.0034972318
0.17049438,0.17837287
0.0005675653,0.0028518848
0.015153144,0.017836653
0.0010522968,0.0036721732
0.001924319,0.0042610485
0.0013161367,0.0038477108
0.019019198,0.027285993
0.12411938,0.12598705
0.17415035,0.18272512
0.0016101643,0.005517639
0.00078232173,0.003268592
0.08603215,0.08872735
0.13342619,0.14023429
0.088372596,0.0886157
0.032559227,0.032428697
0.13251907,0.13717422
0.0013897674,0.0044188276
0.0009909371,0.005320698
0.000751639,0.0031275377
0.4395927,0.46273077
0.0011065371,0.0045306906
0.013480272,0.013492469
0.09783844,0.102377184
0.21031141,0.21949898
0.69207424,0.7694027
0.0007700454,0.0039926507
0.0010615,0.0028939135
0.9647598,0.99006605
0.033183612,0.034870505
0.032323614,0.03436143
0.0022917297,0.0047267154
0.068822406,0.06906997
0.28409046,0.2936617
0.0015885639,0.0037841983
0.01506282,0.017361566
0.0012263044,0.004426757
0.13508923,0.14171477
0.00025156897,0.002101425
0.1519809,0.1595285
0.010163986,0.011933811
0.05710446,0.057491004
0.15784968,0.15460898
0.4247627,0.45642292
0.0017701857,0.00451364
0.03132814,0.032128666
0.00066573767,0.0031117387
0.0014737006,0.0034507178
0.10892611,0.11935681
0.33868256,0.35519284
0.025626246,0.031721346
0.0020401608,0.0035184585
0.0018254099,0.0036675148
0.0055007604,0.006907396
0.0006473314,0.002672024
0.0023224067,0.004715517
0.00091117114,0.0036106259
0.0017977951,0.0077287406
0.0030238575,0.005071666
0.004028165,0.005299635
0.00078551035,0.0038039107
0.0006043779,0.0034386627
0.0011934172,0.0036355704
0.4326381,0.43748027
0.13675229,0.14205353
0.088765286,0.09287322
0.26248452,0.2756178
0.002092191,0.0051153004
0.00091730664,0.004283514
0.78449047,0.8332066
0.017733127,0.01959464
0.0014491589,0.0038084611
0.06589489,0.063322455
0.9859259,0.9939276
0.24248667,0.24701476
0.0017574255,0.003463719
0.10140212,0.10458584
0.001638263,0.004422888
0.0027509357,0.0059634745
0.037035923,0.039369296
0.15691507,0.15978478
0.0024758035,0.0037940517
0.2993191,0.3147776
0.0017240436,0.005654365
0.8368835,0.86222684
0.2681609,0.2813903
0.102154136,0.10443816
0.07857296,0.07820372
0.009967636,0.01357213
0.0016413362,0.0041742995
0.090463676,0.092013784
0.95898724,0.99455917
0.0018438164,0.0031335447
0.13455321,0.13946137
0.00059210707,0.0034118593
0.0018315454,0.003682876
0.0017495693,0.005170297
0.10378576,0.10894902
0.0020401608,0.0057400465
0.3966145,0.42493862
0.09881429,0.10959917
0.0028010032,0.0053042397
0.036719806,0.037719756
0.16039237,0.1656986
0.11596905,0.11899614
0.0008031799,0.0034006834
0.0331679,0.03376583
0.00091117114,0.002556216
0.0015331912,0.0038102418
0.43864432,0.4593947
0.0029574675,0.0062618107
0.0007756915,0.0029536951
0.43743488,0.4414094
0.0012670477,0.0028982311
0.03324644,0.03314612
0.7108214,0.770739
0.050173447,0.05144922
0.00090822444,0.0031799711
0.13862151,0.14212877
0.0047035953,0.009193145
0.0077096564,0.0106871985
0.23424013,0.23834564
0.13326125,0.13813852
0.13973479,0.14212474
0.000719736,0.0033000205
0.011764205,0.0136364475
0.014615156,0.016179126
0.15944402,0.16111909
0.04882258,0.049769714
0.0015247521,0.0037128292
0.36837012,0.37970918
0.15376765,0.15526004
0.1392125,0.14404096
0.111706376,0.11479308
0.00577172,0.009252932
0.124822296,0.12931938
0.0066238623,0.009115506
0.0003773562,0.0023572538
0.052111384,0.05092094
0.0015738411,0.0045705363
0.001383632,0.00342701
0.016005285,0.01923668
0.17349063,0.18041913
0.0011504693,0.00337727
0.1579734,0.1622666
0.061581157,0.063324556
0.0016229245,0.003609715
0.0002607721,0.0036212169
0.0001810116,0.0029768143
0.01350776,0.01723072
0.06078203,0.06093374
0.0047675334,0.009367064
0.0014314892,0.0038677976
0.0016106535,0.0032688268
0.00024236577,0.0039841905
0.0007148265,0.0030187704
0.00066573767,0.0031096265
0.001392835,0.005957976
0.29217207,0.300106
0.1723636,0.17961651
0.30030867,0.3199123
0.001978801,0.0038780682
0.00040189782,0.0026087835
0.0012361233,0.0035219714
0.02418114,0.029499248
0.0021628805,0.0037168264
0.0015677055,0.0031433292
0.19752927,0.20154579
0.3676966,0.3693158
0.0017279689,0.0044192374
0.002610794,0.004289862
0.22213146,0.23433344
0.14523248,0.14888628
0.0005246174,0.0031826012
0.6698636,0.7278282
0.828472,0.88682646
0.0011811462,0.0066711158
0.19684206,0.2071054
0.29646027,0.30642968
0.0011688755,0.003015332
0.00570202,0.008494124
0.24801186,0.254106
0.010556675,0.013588723
0.13313952,0.13317434
0.81846625,0.8790823
0.053668406,0.054257095
0.048551627,0.04968404
0.0073228553,0.01069092
0.014173372,0.01896282
0.0012390701,0.0038526468
0.0005246174,0.0056162626
0.13239537,0.13916007
0.0019665302,0.003985502
0.00053688826,0.0025107972
0.0013959027,0.0027554221
0.044701282,0.04448622
0.018304497,0.019514821
0.0014695333,0.0060271043
0.0011596724,0.002994962
0.0024696682,0.004690081
0.0002607721,0.0027788132
0.0011978374,0.0043993667
0.001254777,0.004320223
0.0018438164,0.003884796
0.11795803,0.123594806
0.08533905,0.08750928
0.81456286,0.8649843
0.01725601,0.019027855
0.0395413,0.039815944
0.30352482,0.31946784
0.0012517093,0.0048700124
0.102790296,0.10425458
0.06311462,0.06444975
0.16106585,0.16457859
0.100288846,0.10207635
0.0008896971,0.004047051
0.3527704,0.35766798
0.0015615703,0.005345572
0.0010397787,0.0040996037
0.012679181,0.014354393
0.0687851,0.07010487
0.72176176,0.7582233
0.16591755,0.16566981
0.017018428,0.022751532
0.044400867,0.045232214
0.104893155,0.10850212
0.16081844,0.16548266
0.0659047,0.06804643
0.0014059636,0.004073374
0.00048166388,0.0021869075
0.14839366,0.15298839
0.14310212,0.14362016
0.0009970726,0.003909845
0.048239436,0.050369307
0.017621212,0.019666772
0.96102136,1.0091879
0.0008571783,0.003769284
0.0026384033,0.0072624013
0.771351,0.84235
0.0018899584,0.00551527
0.17880964,0.18462808
0.0017947274,0.0029894728
0.00016566752,0.0034454204
6.749522e-05,0.002220273
0.023297578,0.02539698
0.13404468,0.13939995
0.00054302363,0.0033706594
0.0020401608,0.0045380257
0.0007884572,0.00483213
0.18493958,0.18602571
0.00136522,0.0039594024
0.00068414386,0.004028231
0.17331195,0.1780351
0.00074231497,0.0031904466
0.0006411959,0.0024313964
0.006778974,0.0095891245
3.6818084e-05,0.002321465
0.034866296,0.03731706
0.11639708,0.11890721
0.1029886,0.10497702
0.0013284077,0.0034788214
0.0016209618,0.004221998
0.0008620822,0.0032888018
0.80285275,0.8495943
0.0012233631,0.004556332
0.28671563,0.29280788
0.0015983827,0.0040042214
0.0007270974,0.0048576742
0.0006755565,0.00427329
0.0011443337,0.00441036
0.023808079,0.026071388
0.0006411959,0.0029469617
0.00022702727,0.0023895241
0.0037643253,0.008055076
0.0010216143,0.0026287287
0.19699325,0.20594478
0.16025493,0.16527246
0.86134815,0.8836512
0.000751639,0.0023136213
0.0020401608,0.004761219
0.001033885,0.0031710453
0.003166083,0.0075452738
0.00073936826,0.0026390553
0.15613165,0.15962993
0.0017763211,0.003165502
0.04929185,0.05162912
0.00047859616,0.0031900555
0.00061665423,0.0028525926
0.0013406784,0.0033278614
0.103991926,0.106528126
0.66392606,0.75304693
0.0005399559,0.0033759698
0.17298208,0.18062909
0.096485615,0.101442076
0.15396008,0.16158241
0.23359415,0.24051672
0.0066493885,0.008780301
0.006627788,0.011043228
0.0023469543,0.0051225796
0.52670366,0.54265046
0.0011153719,0.0033205003
0.0012793187,0.006759092
0.004015894,0.0055195354
0.03581465,0.03536144
0.0011197865,0.0029816106
0.0024338341,0.0055272505
0.0016543438,0.004534241
0.14773393,0.15013652
0.08385467,0.08587206
0.80626136,0.8840653
0.12806593,0.1368533
0.0028869046,0.004493233
0.0010400261,0.005232416
0.018652027,0.025616087
0.026902497,0.027628984
0.0010645678,0.004422985
0.14109547,0.15268894
0.0011872817,0.0060346164
0.001334543,0.003607927
0.0015615703,0.0028692894
0.0016474717,0.005302865
0.0015124812,0.004032314
0.0009295774,0.0038042367
0.01658843,0.018388085
0.06675291,0.06819828
0.1533141,0.16062315
0.08188924,0.08550618
0.0027641905,0.006161943
0.026337018,0.027446207
0.17474134,0.1768028
0.0015532247,0.004468046
0.017036103,0.021069635
0.09043815,0.09028605
0.0002607721,0.003469158
0.0019297178,0.0039750785
0.13989972,0.14321926
0.15980138,0.16439414
0.6325342,0.676996
0.0005246174,0.0027570948
0.8891115,0.9642949
0.82154495,0.89133006
0.030475998,0.03307505
0.0024451264,0.004529357
0.03458945,0.035218637
0.22327223,0.2296066
0.004794901,0.009656392
0.3749261,0.37104994
0.17314702,0.17995901
0.36519518,0.4204126
0.00022395953,0.0038983785
0.07197376,0.07635335
0.2104901,0.2192849
0.13655202,0.14011502
0.0013038659,0.0028429218
0.0025064861,0.0043036863
0.10626758,0.10941651
0.016238937,0.020834059
0.1409168,0.14297353
0.0021935576,0.00352047
0.0013682877,0.003423836
0.087186664,0.08766344
0.30701584,0.32185143
0.15084013,0.15976857
0.0084165055,0.009093739
0.0006043779,0.0036970153
0.0006647591,0.003142722
0.2925569,0.29861075
0.0003190641,0.0035625286
0.0019726658,0.004485145
0.10214824,0.10707731
0.961901,0.99019223
0.26130253,0.26989922
0.121886924,0.12586233
0.7866896,0.8522671
0.0011903496,0.0057182275
0.9057695,0.9581886
0.00022395953,0.0022551883
0.0009337502,0.004109144
0.0017456439,0.0041992255
0.000787473,0.00291593
0.7836108,0.83426934
0.0009308034,0.003235329
0.001537023,0.003550524
0.0007455037,0.0037346277
0.7208822,0.76370406
0.0018192746,0.0033714958
0.0018376809,0.0032908842
0.0734601,0.076649785
0.0052062436,0.0072539374
0.7826762,0.88670605
0.0009295774,0.0030744486
0.16195922,0.16787435
0.14512253,0.14493556
0.00014419347,0.0050107054
0.13632622,0.13937986
0.0012854541,0.0030150618
0.2584025,0.2652412
0.23734632,0.24929667
0.025693007,0.028240088
0.06445174,0.0668239
0.08245865,0.08646436
0.16395213,0.1684358
0.076521136,0.07651478
0.032826263,0.036325023
0.0018153437,0.0048186816
0.0006780085,0.0023794733
0.0010921771,0.004920028
0.0047982107,0.006917432
0.002107656,0.0036424734
0.00059824245,0.0024056323
0.10081308,0.104968384
0.11139222,0.11159895
0.0036692207,0.0063378606
0.01781363,0.019494038
0.2570693,0.26854506
0.13179062,0.13693891
0.00022395953,0.002945615
0.18168218,0.18357353
0.0015836545,0.0039262883
0.21633139,0.22743803
0.1942994,0.20058937
0.0010154789,0.0041165687
0.004678564,0.0066217743
0.0008344728,0.0034489222
0.0063352333,0.0122561455
0.0011075158,0.0039106384
0.0010860417,0.0043612327
0.00075777445,0.0030129813
0.15811083,0.16082871
0.12268998,0.13046886
0.30583382,0.31251156
0.23925677,0.25251955
0.0030648427,0.0070114955
0.0013657149,0.0033158492
0.0011526793,0.003148757
0.07123746,0.0774882
0.2021061,0.20918684
0.050758556,0.05171804
0.15385012,0.15591402
0.00013805808,0.0023162086
0.0021628805,0.0041289553
0.0016327433,0.0035281032
0.14780265,0.15085919
0.0019282444,0.004978746
0.80125844,0.8308375
0.0011075158,0.0023816284
0.10932273,0.113104925
0.151761,0.15876074
0.0019235823,0.005787704
0.4273741,0.43043298
0.00093277154,0.0035701878
0.09768529,0.10095383
0.0021567447,0.0038566925
0.03057417,0.033741344
0.10589256,0.10941159
0.007968835,0.008152433
0.012555483,0.016991038
0.00711473,0.010883879
0.0018192746,0.0036614332
0.010556675,0.012845729
0.8079107,0.85798883
0.0010093434,0.0036208406
0.0016474717,0.003912069
0.0075702514,0.011546761
0.0017132461,0.004161939
0.08346983,0.08660828
0.0057668104,0.009911239
0.0014020381,0.0043746457
0.029099606,0.031739905
0.10243883,0.102823436
0.0016597426,0.004031405
0.22885239,0.23934524
0.8411717,0.87925184
0.0005000701,0.0041894205
0.009891065,0.010962948
0.15048277,0.15461387
0.13492431,0.1377266
0.00092037424,0.0040364675
0.0006534668,0.0026287846
0.0007756915,0.0037118755
0.6743167,0.7490183
0.0007531125,0.0030736364
0.91429096,0.9715628
0.0011013803,0.0037791692
0.84650445,0.8877912
0.0010952448,0.0037996285
0.82506347,0.9001812
0.09391152,0.09812697
0.0063587967,0.0104403645
0.0018231998,0.006701473
0.001132063,0.007727187
0.002034273,0.0050886907
0.00094798364,0.0030591488
0.0007700454,0.00405881
0.07478937,0.07642848
0.0003037256,0.0025244039
0.0014879396,0.0030413046
0.67233753,0.71930933
0.030124536,0.033495188
0.0014511215,0.0033356212
0.84892344,0.9345532
0.19241644,0.19859819
0.24626634,0.24797796
0.016714092,0.020256583
0.00021168868,0.0036925953
0.3603435,0.37183636
0.035630085,0.037160516
0.84853864,0.9351897
0.0011443337,0.0050735287
0.14110921,0.14972113
0.2619485,0.27060932
0.023692237,0.023631155
0.13937744,0.14308429
0.022463111,0.02210169
0.17861722,0.17778204
0.10765183,0.110772714
0.0022917297,0.0061376
0.034065206,0.034887422
0.0008160666,0.003839992
0.011023979,0.013533235
0.10157491,0.103405
0.053134345,0.053586543
0.0007540965,0.0037566982
0.004506761,0.0061671734
0.0015615703,0.0039710104
0.16704458,0.16851689
0.0007148265,0.003085956
0.0011750109,0.0038168654
0.0020264166,0.0043727495
0.0016720134,0.00511875
0.12466718,0.13169393
0.013796389,0.014523577
0.04980235,0.05228454
0.8042272,0.8643712
0.0014572571,0.00372364
0.284599,0.2965809
0.10365421,0.1076027
0.15209086,0.15311253
0.11044387,0.102810875
0.103556044,0.108444914
0.0008620822,0.0036447234
0.0016405995,0.0042160377
0.14618084,0.15523304
0.06535689,0.0689396
0.17432903,0.18143769
0.05101773,0.053005997
0.0010522968,0.004836468
0.0009234419,0.0026210137
0.078747705,0.07829068
0.17449395,0.18074556
0.002225708,0.004556706
0.74402744,0.7941679
0.0006981356,0.0041828398
0.001978801,0.003962118
0.6065302,0.6690841
0.15621413,0.15906568
0.017328655,0.026122425
0.68551826,0.72261
0.78712934,0.8311338
0.00844792,0.009922735
0.27631122,0.27328372
0.00742299,0.010387357
0.27280644,0.28534782
0.004396318,0.0066921636
0.117084295,0.12092282
0.16189049,0.16586408
0.0010860417,0.00546512
0.00024850122,0.0033423528
0.0011566047,0.0033238456
0.011126082,0.013232309
0.20989908,0.21815345
0.0007270974,0.004289519
0.0016985177,0.0040531233
0.025096111,0.030808605
0.02587168,0.027015064
0.31560597,0.3250969
0.0018997719,0.004705198
0.086307034,0.090855934
0.038039252,0.03895913
0.24490565,0.25445664
0.2539356,0.25966862
0.02911335,0.030331928
0.6645308,0.7499369
0.0012793187,0.0038257577
0.02079024,0.02768705
0.0020647026,0.004335385
0.00094798364,0.0027486049
0.0007455037,0.0034285188
0.0014413081,0.0032747854
0.6769006,0.7149595
0.3610994,0.37720186
0.0019105747,0.006025307
0.20867585,0.21968196
0.0014619244,0.0036975779
0.17592336,0.17895363
0.0012240998,0.0039784834
0.0010062758,0.0049020723
0.00034053807,0.0019682292
0.72709453,0.80774134
0.0018438164,0.0036964864
0.17100291,0.16721834
0.15404254,0.16052969
0.0011197865,0.0029776804
0.0010461616,0.0037731677
0.04905427,0.050896943
0.016879022,0.017838925
0.0014147983,0.0044985972
0.0015278199,0.0038843788
0.0014388507,0.0032828692
0.0008375405,0.0035080165
0.03366073,0.034376804
0.00040189782,0.0020300392
0.017183358,0.018095471
0.0016779014,0.0042188726
0.001132063,0.0032460596
0.71868306,0.78444326
0.37998396,0.38237512
0.0025555696,0.004183814
0.7074678,0.7563925
0.0010952448,0.003501203
0.47077835,0.47771174
0.05586356,0.056444243
0.13010009,0.13534164
0.0015186168,0.004635401
0.23021308,0.24483167
0.1366286,0.14034393
0.11415285,0.11790572
0.002199693,0.003953047
0.0015149332,0.003777653
0.0008989004,0.0039925836
0.11382299,0.11644293
0.002187422,0.0036705434
0.09060309,0.094266005
0.23847336,0.24663757
0.00017180291,0.0047832206
0.0010780647,0.003625378
0.23326428,0.23984872
0.41607633,0.42128992
0.0010397787,0.004700981
0.25025216,0.25627008
0.018944588,0.019675791
0.001653607,0.0035483018
0.0020647026,0.004439201
0.08768734,0.090989515
0.13286267,0.14269511
0.0008876081,0.0036723632
0.0066552763,0.008508846
0.23645295,0.2507183
0.17659682,0.17716354
0.0012240998,0.0033703148
0.03280466,0.03196875
0.00072402967,0.003260322
0.021944756,0.023031667
0.0012854541,0.0039577037
0.12814839,0.1297917
0.38384607,0.3973847
0.00022395953,0.00666938
0.48279083,0.49110538
0.04569675,0.047367927
0.0005246174,0.0044266023
0.17277592,0.1799352
0.0005246174,0.0020929426
0.0021628805,0.0034924354
0.28417292,0.29264742
0.010654848,0.0130825415
0.10477928,0.11092049
0.035635974,0.03746337
0.28848863,0.29944766
0.0015915106,0.0042587407
0.11034962,0.11885146
0.004770601,0.0065653846
0.025351364,0.028609123
0.08375453,0.087615706
0.0015002105,0.00339563
0.19768046,0.2074251
0.0020462961,0.003429424
0.0017579149,0.0059762374
0.0006534668,0.0038103424
0.11168085,0.11510788
0.21084744,0.21833022
0.9328732,0.9926121
0.0013222721,0.0065829605
0.002218099,0.0038375333
0.29890674,0.30784208
0.007562395,0.010102678
0.13519919,0.14008957
0.83281523,0.8868666
0.0007761807,0.0039314907
0.14608462,0.1549658
0.00081201474,0.0032903906
0.0001963501,0.0021194555
0.0012901216,0.004021354
0.2954982,0.3043359
0.0023346834,0.0046990216
0.00019941783,0.0030766837
0.0027371915,0.006770447
0.101235226,0.10279777
0.00093264517,0.0034748968
0.063491605,0.06526205
0.5835498,0.5636225
0.0011443337,0.004158769
0.10477535,0.10837713
0.00068414386,0.0027456488
0.8824043,0.9374497
0.0014449861,0.0032688454
0.0024451264,0.0039126463
0.0010645678,0.003601022
0.0012498675,0.00459351
0.002150604,0.0044131614
0.0017947274,0.0032802299
0.0016229245,0.004777983
0.047512956,0.051168986
0.20923936,0.21855767
0.14501257,0.14527775
0.0016597426,0.004496053
0.08305554,0.0852533
0.010152204,0.013435204
0.06344252,0.06677516
0.00085594686,0.0033759214
0.0014314892,0.0038236044
0.3664734,0.3744129
0.06536082,0.06665245
0.0022978652,0.005030051
0.006680802,0.010414101
0.0072776973,0.009647146
0.24184069,0.24932115
0.00063506054,0.003044434
0.035074424,0.034577414
0.0018069982,0.0032911543
0.0008896971,0.0036630183
0.39029214,0.38182998
0.0011075158,0.004412243
0.0016062389,0.0046916194
0.074176766,0.076264754
0.0136039695,0.01636133
0.7292386,0.79552615
0.040485725,0.041180294
0.00083361525,0.0035833977
0.09774812,0.09988287
0.040937323,0.0422953
0.1719925,0.17848167
0.0010515603,0.003194686
0.6970222,0.7506091
0.13034748,0.13537157
0.9423292,1.0002632
0.2820838,0.29857045
0.0015208268,0.0045329854
0.0013774909,0.0058559813
0.0027764617,0.004966527
0.0013774909,0.0060897022
0.26526088,0.27846968
0.0010860417,0.0035068914
0.0015767824,0.0055231526
0.002595824,0.006571129
0.14780265,0.14928824
0.14194761,0.14885989
0.0007913984,0.0029564835
0.0011418763,0.0032401532
8.5901454e-05,0.0018725656
0.118684515,0.11973075
0.09217582,0.09334556
0.08633256,0.08696197
0.056097213,0.054699503
0.13818169,0.1354442
0.0005552945,0.0032264907
0.0016720134,0.0047657937
0.0014413081,0.0045537725
0.000751639,0.0044040345
0.0022242344,0.0037726052
0.068196066,0.07017714
0.00054915913,0.0030290484
0.001616789,0.0062448457
0.020853069,0.021997467
0.081323765,0.08507268
0.011137864,0.014663674
0.0023469543,0.0037182719
0.00080808933,0.0029354524
0.95634836,0.9753693
0.0023960373,0.0037562177
0.12785977,0.13353632
0.23884445,0.23971915
0.8767417,0.92464304
0.8820196,0.9270406
0.2618523,0.27951133
0.4444994,0.45345587
0.0015677055,0.0049753487
0.8640421,0.9407066
0.949916,1.0020857
0.9506307,0.99163836
0.38856038,0.38524002
0.02149512,0.020446025
0.0006319928,0.00250512
0.0013284077,0.0037905164
0.0056234803,0.008767571
0.102495775,0.106332436
0.001334543,0.0031689182
0.002199693,0.005002063
0.14541116,0.15200165
0.04347411,0.04457686
0.0897156,0.09401276
0.0011688755,0.003444761
0.0011566047,0.0027953386
0.0012047095,0.0042136014
0.0015308876,0.00729274
0.0009970726,0.0034844168
0.1630725,0.16777416
0.004647887,0.006224582
0.0006534668,0.0028264038
0.16290756,0.1663891
0.26462862,0.27563024
0.012033202,0.014358781
0.002150604,0.0047268346
0.00081005204,0.0036384463
0.0058227717,0.007174354
0.111663185,0.111195445
0.21336263,0.21909569
6.135426e-06,0.0016412549
0.0009366969,0.003787212
0.001082974,0.0047495104
0.9832321,0.9933151
0.024071187,0.023820579
0.0013038659,0.0036997236
0.14967187,0.15273938
0.0002853193,0.002469508
0.13392098,0.13658117
0.8169269,0.88114685
0.0011780786,0.0041844547
0.0005798362,0.0027131736
0.09765583,0.101459116
0.11278824,0.11724217
0.0013682877,0.003863642
0.0098576825,0.011959914
0.06871638,0.0696819
0.007882443,0.008889433
0.18216324,0.17754138
0.0016268552,0.0039790496
0.0007717661,0.0031940304
0.0178745,0.018865298
0.12776355,0.14237963
0.0027396432,0.0043338463
0.15408377,0.15723386
0.0014579936,0.0037485138
0.0006565345,0.0045427307
0.0016597426,0.0047836155
0.024247894,0.02872616
0.0003190641,0.0038612261
0.23988901,0.247646
0.19490415,0.20603107
0.89521396,0.9382421
0.064952426,0.06788713
0.01536912,0.017308805
0.76288456,0.8501066
0.07271988,0.07422812
0.40003678,0.4096505
0.15967767,0.16326344
0.0021321976,0.0041613057
0.21076497,0.21913871
0.01931175,0.021000784
0.24021888,0.25107116
0.6826182,0.73548406
0.32917154,0.33859718
0.00029759013,0.0024552364
0.069992624,0.07022835
0.0012179645,0.0035025384
0.1525994,0.16097343
0.0007747128,0.0031858645
0.87613696,0.94354284
0.7601357,0.8408327
0.0005000701,0.0028783008
0.00076390995,0.003101701
0.040919647,0.04152217
0.08230157,0.08281239
0.0005675653,0.0026202723
0.021817133,0.023163848
0.29137492,0.302828
0.12776355,0.13243257
0.0018595232,0.005171083
0.37884322,0.37453955
0.0008974269,0.00422002
0.19068466,0.19785474
0.0015492938,0.004720144
0.018008012,0.022081494
0.11425887,0.11642648
0.0007747128,0.004967179
0.06291435,0.065048575
0.0008129989,0.0022192374
0.68487227,0.74599963
0.10367581,0.107139885
0.23891316,0.2502113
0.0005706331,0.0037708841
0.7133503,0.7702186
0.0012861908,0.0043328106
0.026829848,0.0295945
0.00053075276,0.002593711
0.06817249,0.070675544
0.27389225,0.28221512
0.87470764,0.948346
0.11470654,0.119724154
0.0016229245,0.0031597838
0.0004080333,0.0034675375
0.13628499,0.14160651
0.0012609124,0.0039657746
0.034194794,0.03654792
0.017083224,0.023787245
0.0008252697,0.0031389315
0.12814839,0.1353478
0.046605837,0.048892483
0.0002791839,0.0028605312
0.0021196795,0.0046746954
0.0010952448,0.0056009963
0.0011197865,0.0032455027
0.0039023836,0.005741488
0.11792465,0.12083673
0.0022689032,0.004546035
0.0011566047,0.0037593823
0.15196715,0.15625492
0.0012486415,0.0034693591
0.00076390995,0.0030093603
0.0014265799,0.0036033802
0.050603442,0.054005854
0.8322105,0.8801415
0.0011197865,0.0033828802
0.80004895,0.85393184
0.0010554856,0.0047169775
0.0016351952,0.003711488
0.07668214,0.07905326
0.8660762,0.95883733
0.031797405,0.031559765
0.13728832,0.14043055
0.01699487,0.025053762
0.9211082,0.9684329
0.0018438164,0.0039965436
0.181531,0.18584529
0.8058765,0.8726714
0.032382514,0.033434045
0.02044074,0.021714926
0.0014511215,0.003527388
0.0012302352,0.0037594084
0.0012390701,0.0034243837
0.110161126,0.112487525
0.084017634,0.08445576
0.010996492,0.0141364
0.0009848018,0.0038765557
0.0012363708,0.0035578087
0.061693076,0.06282222
0.16894127,0.17464201
0.13120158,0.13269173
0.064316265,0.0673888
0.072800376,0.071064
0.11619681,0.11843637
0.027589709,0.029497635
0.11549979,0.11702731
0.1283683,0.13259682
0.15053776,0.1519635
0.014022185,0.017804645
0.023717763,0.028702479
0.0013686563,0.0035020541
0.21018772,0.2221457
0.11912433,0.12018408
0.79642045,0.873281
0.5867384,0.6916157
0.0015964201,0.0044709668
0.0005737007,0.0032776296
0.44415578,0.45812446
0.15012543,0.150143
0.00023316265,0.002202049
0.0064579532,0.0125783235
0.001665878,0.004957661
0.0064137736,0.008347712
0.07918555,0.0800514
0.033890456,0.03492036
